start,end,density,mass
-1.02172,-1.0162733333333334,0.1973723492257019,0.0010750213954493098
-1.0162733333333334,-1.0108266666666665,0.1970650647582608,0.0010733477193833577
-1.0108266666666665,-1.00538,0.19674243949765474,0.0010715904871305463
-1.00538,-0.9999333333333333,0.19642192039383372,0.0010698447264117345
-0.9999333333333333,-0.9944866666666666,0.19609498470630932,0.0010680640167003734
-0.9944866666666666,-0.98904,0.1957733668690704,0.001066312271546857
-0.98904,-0.9835933333333333,0.19544265085264673,0.0010645109716440912
-0.9835933333333333,-0.9781466666666666,0.19511133856675747,0.0010627064240602809
-0.9781466666666666,-0.9727,0.19477637019948618,0.0010608819630198551
-0.9727,-0.9672533333333333,0.1944386059363218,0.0010590422736665081
-0.9672533333333333,-0.9618066666666667,0.19409522506499188,0.0010571719925206427
-0.9618066666666667,-0.95636,0.19376327209667718,0.0010553639553532435
-0.95636,-0.9509133333333333,0.19341332159839775,0.0010534578916392816
-0.9509133333333333,-0.9454666666666667,0.19306636454670978,0.0010515681322310663
-0.9454666666666667,-0.94002,0.19271651528477643,0.0010496626199177574
-0.94002,-0.9345733333333334,0.19236695750795335,0.0010477586952266397
-0.9345733333333334,-0.9291266666666667,0.1920116389311341,0.0010458233933782523
-0.9291266666666667,-0.92368,0.1916552079743829,0.0010438820327671474
-0.92368,-0.9182333333333333,0.19128847959244552,0.0010418845855135071
-0.9182333333333333,-0.9127866666666666,0.19092934864850344,0.0010399285189721906
-0.9127866666666666,-0.90734,0.19056872766920752,0.0010379643367049375
-0.90734,-0.9018933333333333,0.1901973700724044,0.0010359416756610376
-0.9018933333333333,-0.8964466666666666,0.18982637416843245,0.0010339209846374038
-0.8964466666666666,-0.891,0.18944983067175183,0.0010318700777254624
-0.891,-0.8855533333333333,0.1890756469791386,0.0010298320238797166
-0.8855533333333333,-0.8801066666666667,0.1886954215897603,0.0010277610629255485
-0.8801066666666667,-0.87466,0.1883118395474342,0.0010256718194016998
-0.87466,-0.8692133333333333,0.18792432645683324,0.0010235611647682267
-0.8692133333333333,-0.8637666666666667,0.18753159182002235,0.0010214220701130425
-0.8637666666666667,-0.85832,0.1871422993242553,0.0010193017236527855
-0.85832,-0.8528733333333334,0.18674399980213283,0.001017132318922271
-0.8528733333333334,-0.8474266666666667,0.18634310362223105,0.0010149487710624267
-0.8474266666666667,-0.84198,0.18593723162487116,0.0010127381215834731
-0.84198,-0.8365333333333334,0.18552528548918468,0.0010104943882977468
-0.8365333333333334,-0.8310866666666666,0.18511809314521507,0.0010082765473309462
-0.8310866666666666,-0.82564,0.18469859630068938,0.0010059916878510757
-0.82564,-0.8201933333333333,0.18427704019600522,0.0010036956122675832
-0.8201933333333333,-0.8147466666666666,0.18384886595126754,0.0010013634898812453
-0.8147466666666666,-0.8093,0.18341697516345395,0.0009990111247236003
-0.8093,-0.8038533333333333,0.18298417512403467,0.0009966538071755837
-0.8038533333333333,-0.7984066666666667,0.18254154043607815,0.0009942429235751601
-0.7984066666666667,-0.79296,0.18209440529023427,0.0009918075274808174
-0.79296,-0.7875133333333333,0.18163975184254763,0.0009893311817024174
-0.7875133333333333,-0.7820666666666667,0.18118254966538258,0.000986840953844105
-0.7820666666666667,-0.77662,0.1807201795918923,0.0009843225781771814
-0.77662,-0.7711733333333334,0.18024866020857055,0.0009817543692693356
-0.7711733333333334,-0.7657266666666667,0.17977068014719935,0.0009791509712017538
-0.7657266666666667,-0.76028,0.1792837026630267,0.0009764985671712933
-0.76028,-0.7548333333333334,0.1787953317962714,0.0009738385738503463
-0.7548333333333334,-0.7493866666666666,0.17829707592747793,0.0009711247402183377
-0.7493866666666666,-0.74394,0.17779003090550713,0.0009683630349986502
-0.74394,-0.7384933333333333,0.1772742741926266,0.0009655538801025139
-0.7384933333333333,-0.7330466666666666,0.1767476023695567,0.0009626852742395266
-0.7330466666666666,-0.7276,0.17622062551629974,0.0009598150069787674
-0.7276,-0.7221533333333333,0.17567841083226612,0.0009568617443330839
-0.7221533333333333,-0.7167066666666667,0.17512740176665761,0.0009538605816223835
-0.7167066666666667,-0.71126,0.1745650196786407,0.0009507974738496706
-0.71126,-0.7058133333333334,0.1739892430853918,0.0009476614106717556
-0.7058133333333334,-0.7003666666666666,0.1734141890284384,0.0009445292829082546
-0.7003666666666666,-0.69492,0.17281762933388267,0.0009412800211052027
-0.69492,-0.6894733333333334,0.1722117963486678,0.0009379802507790657
-0.6894733333333334,-0.6840266666666666,0.17159089374136743,0.0009345984012446746
-0.6840266666666666,-0.67858,0.17095707717845907,0.0009311462136986623
-0.67858,-0.6731333333333334,0.17031751669082282,0.0009276627409093369
-0.6731333333333334,-0.6676866666666668,0.16965549026902138,0.0009240569036652584
-0.6676866666666668,-0.6622399999999999,0.16898015249946358,0.0009203785639471045
-0.6622399999999999,-0.6567933333333333,0.16828608468083325,0.0009165982078949272
-0.6567933333333333,-0.6513466666666667,0.1675792565475313,0.0009127483506622093
-0.6513466666666667,-0.6458999999999999,0.16685847943052967,0.0009088225179649774
-0.6458999999999999,-0.6404533333333333,0.16611407732541872,0.0009047680078324362
-0.6404533333333333,-0.6350066666666667,0.1653527433776938,0.0009006212755971611
-0.6350066666666667,-0.6295599999999999,0.16455415759930747,0.0008962716450575869
-0.6295599999999999,-0.6241133333333333,0.1637706717041098,0.0008920042585483737
-0.6241133333333333,-0.6186666666666667,0.16293713347755384,0.000887464253674399
-0.6186666666666667,-0.6132200000000001,0.1620902929813222,0.0008828517957715907
-0.6132200000000001,-0.6077733333333333,0.1612146048645089,0.0008780822144953835
-0.6077733333333333,-0.6023266666666667,0.16030138949225978,0.0008731082347678309
-0.6023266666666667,-0.5968800000000001,0.1593917816935042,0.000868153904290609
-0.5968800000000001,-0.5914333333333333,0.1584286758270844,0.0008629081876715442
-0.5914333333333333,-0.5859866666666667,0.15744318951191108,0.0008575405722081985
-0.5859866666666667,-0.5805400000000001,0.15642099545601407,0.0008519730219170795
-0.5805400000000001,-0.5750933333333332,0.155357281379411,0.000846179325913216
-0.5750933333333332,-0.5696466666666666,0.1542833272889421,0.0008403298559670943
-0.5696466666666666,-0.5642,0.15314939706226655,0.0008341537159991349
-0.5642,-0.5587533333333334,0.15198114656026684,0.0008277906449315766
-0.5587533333333334,-0.5533066666666666,0.15076460882878495,0.0008211645694208054
-0.5533066666666666,-0.54786,0.14950030302435255,0.0008142783171392969
-0.54786,-0.5424133333333334,0.1482067415032228,0.0008072327187208769
-0.5424133333333334,-0.5369666666666666,0.14684268891082747,0.0007998031789343297
-0.5369666666666666,-0.53152,0.14542736151649918,0.0007920943623931892
-0.53152,-0.5260733333333334,0.14394626725667034,0.0007840273356579881
-0.5260733333333334,-0.5206266666666666,0.14240729296764248,0.0007756450556971148
-0.5206266666666666,-0.51518,0.1408113413496677,0.0007669524392178473
-0.51518,-0.5097333333333334,0.13912759560394247,0.000757781637389464
-0.5097333333333334,-0.5042866666666668,0.13736684585512424,0.0007481914204242341
-0.5042866666666668,-0.49883999999999995,0.13551253485958173,0.0007380916065352095
-0.49883999999999995,-0.49339333333333335,0.13358297661993698,0.0007275819459899145
-0.49339333333333335,-0.48794666666666675,0.13155298090106174,0.0007165252359744408
-0.48794666666666675,-0.48249999999999993,0.12940512956905206,0.000704826605719457
-0.48249999999999993,-0.47705333333333333,0.1271376868086983,0.0006924766008180349
-0.47705333333333333,-0.47160666666666673,0.12472873104400711,0.0006793558217530171
-0.47160666666666673,-0.4661599999999999,0.12221157513590962,0.0006656457125736066
-0.4661599999999999,-0.4607133333333333,0.11951859564786028,0.0006509779509620043
-0.4607133333333333,-0.4552666666666667,0.11664981336233765,0.0006353526501135246
-0.4552666666666667,-0.4498200000000001,0.11358254449379872,0.0006186462590095494
-0.4498200000000001,-0.4443733333333333,0.11026648517764866,0.0006005847892676101
-0.4443733333333333,-0.4389266666666667,0.1067929295855451,0.0005816654898092618
-0.4389266666666667,-0.4334800000000001,0.10296552901319567,0.0005608189146918655
-0.4334800000000001,-0.42803333333333327,0.098834765338481,0.0005383200218769418
-0.42803333333333327,-0.42258666666666667,0.09430477304792517,0.0005136466638676928
-0.42258666666666667,-0.41714000000000007,0.08931454279795874,0.00048646654310620927
-0.41714000000000007,-0.41169333333333324,0.0838589949740452,0.0004567519926253125
-0.41169333333333324,-0.40624666666666664,0.07764704416547322,0.00042291756722127226
-0.40624666666666664,-0.40080000000000005,0.07056421400289027,0.00038433975226907096
-0.40080000000000005,-0.39535333333333345,0.06221313894051912,0.0003388542300960233
-0.39535333333333345,-0.3899066666666666,0.05209358499327534,0.0002837363929300478
-0.3899066666666666,-0.38446,0.038679934720128144,0.00021067671110896203
-0.38446,-0.3790133333333334,0.015181361275599804,8.268781441443258e-05
-0.07944666666666667,-0.07400000000000001,32.913700640474026,0.17926995615511482
0.6,0.601,138.5135341282058,0.13851353412820594
0.899,0.9,220.8323125734028,0.220832312573403
